county_fips,year,county,rate_range,cdc_population,county_name_acs,total_pop_acs,female_pop_acs,female_share
18123,2007,"Perry County, IN",6.1-8,19379,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2007,"Pike County, IN",4.1-6,13047,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2007,"Porter County, IN",8.1-10,160835,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2007,"Posey County, IN",6.1-8,26229,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2007,"Pulaski County, IN",10.1-12,13724,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2007,"Putnam County, IN",6.1-8,38189,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2007,"Randolph County, IN",8.1-10,26223,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2007,"Ripley County, IN",8.1-10,28361,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2007,"Rush County, IN",6.1-8,17756,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2007,"Scott County, IN",20.1-22,24137,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2007,"Shelby County, IN",8.1-10,44086,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2007,"Spencer County, IN",6.1-8,21032,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2007,"St. Joseph County, IN",6.1-8,266045,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2007,"Starke County, IN",22.1-24,23260,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2007,"Steuben County, IN",4.1-6,34004,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2007,"Sullivan County, IN",14.1-16,21558,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2007,"Switzerland County, IN",10.1-12,10271,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2007,"Tippecanoe County, IN",8.1-10,166226,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2007,"Tipton County, IN",10.1-12,16257,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2007,"Union County, IN",10.1-12,7467,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2007,"Vanderburgh County, IN",14.1-16,177789,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2007,"Vermillion County, IN",8.1-10,16561,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2007,"Vigo County, IN",10.1-12,106885,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2007,"Wabash County, IN",12.1-14,33361,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2007,"Warren County, IN",6.1-8,8554,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2007,"Warrick County, IN",4.1-6,57754,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2007,"Washington County, IN",8.1-10,28236,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2007,"Wayne County, IN",12.1-14,69365,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2007,"Wells County, IN",6.1-8,27836,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2007,"White County, IN",8.1-10,24762,"White County, Indiana",24709,12249,0.49573030070014973
18183,2007,"Whitley County, IN",6.1-8,32853,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2006,"Adams County, IN",4.1-6,33887,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2006,"Allen County, IN",6.1-8,346314,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2006,"Bartholomew County, IN",8.1-10,74508,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2006,"Benton County, IN",8.1-10,8871,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2006,"Blackford County, IN",12.1-14,13161,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2006,"Boone County, IN",6.1-8,52750,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2006,"Brown County, IN",8.1-10,15329,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2006,"Carroll County, IN",6.1-8,20179,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2006,"Cass County, IN",4.1-6,39255,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2006,"Clark County, IN",10.1-12,104148,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2006,"Clay County, IN",8.1-10,27096,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2006,"Clinton County, IN",6.1-8,33298,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2006,"Crawford County, IN",8.1-10,11008,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2006,"Daviess County, IN",6.1-8,30469,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2006,"De Kalb County, IN",6.1-8,41594,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2006,"Dearborn County, IN",10.1-12,48879,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2006,"Decatur County, IN",8.1-10,25469,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2006,"Delaware County, IN",12.1-14,117326,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2006,"Dubois County, IN",4.1-6,41589,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2006,"Elkhart County, IN",4.1-6,195047,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2006,"Fayette County, IN",14.1-16,24508,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2006,"Floyd County, IN",8.1-10,72358,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2006,"Fountain County, IN",6.1-8,17459,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2006,"Franklin County, IN",10.1-12,23122,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2006,"Fulton County, IN",6.1-8,20563,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2006,"Gibson County, IN",6.1-8,33429,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2006,"Grant County, IN",12.1-14,70448,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2006,"Greene County, IN",10.1-12,33223,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2006,"Hamilton County, IN",4.1-6,244738,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2006,"Hancock County, IN",8.1-10,65402,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2006,"Harrison County, IN",6.1-8,37766,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2006,"Hendricks County, IN",4.1-6,132350,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2006,"Henry County, IN",16.1-18,48375,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2006,"Howard County, IN",14.1-16,83943,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2006,"Huntington County, IN",6.1-8,37601,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2006,"Jackson County, IN",8.1-10,41725,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2006,"Jasper County, IN",6.1-8,32419,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2006,"Jay County, IN",8.1-10,21564,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2006,"Jefferson County, IN",6.1-8,32287,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2006,"Jennings County, IN",10.1-12,28320,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2006,"Johnson County, IN",8.1-10,130512,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2006,"Knox County, IN",8.1-10,38399,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2006,"Kosciusko County, IN",6.1-8,76358,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2006,"La Porte County, IN",6.1-8,109641,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2006,"Lagrange County, IN",2.1-4,36613,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2006,"Lake County, IN",4.1-6,491432,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2006,"Lawrence County, IN",8.1-10,46165,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2006,"Madison County, IN",16.1-18,131240,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2006,"Marion County, IN",10.1-12,878515,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2006,"Marshall County, IN",4.1-6,46851,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2006,"Martin County, IN",4.1-6,10344,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2006,"Miami County, IN",6.1-8,37745,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2006,"Monroe County, IN",8.1-10,130677,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2006,"Montgomery County, IN",10.1-12,38040,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2006,"Morgan County, IN",10.1-12,68308,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2006,"Newton County, IN",6.1-8,14326,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2006,"Noble County, IN",6.1-8,47470,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2006,"Ohio County, IN",8.1-10,6022,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2006,"Orange County, IN",6.1-8,19666,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2006,"Owen County, IN",8.1-10,21871,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2006,"Parke County, IN",6.1-8,17376,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2006,"Perry County, IN",6.1-8,19202,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2006,"Pike County, IN",4.1-6,13016,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2006,"Porter County, IN",8.1-10,158595,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2006,"Posey County, IN",6.1-8,26348,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2006,"Pulaski County, IN",8.1-10,13713,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2006,"Putnam County, IN",6.1-8,37768,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2006,"Randolph County, IN",6.1-8,26415,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2006,"Ripley County, IN",8.1-10,28352,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2006,"Rush County, IN",6.1-8,17723,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2006,"Scott County, IN",18.1-20,23982,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2006,"Shelby County, IN",8.1-10,43812,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2006,"Spencer County, IN",6.1-8,20977,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2006,"St. Joseph County, IN",6.1-8,265496,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2006,"Starke County, IN",20.1-22,23362,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2006,"Steuben County, IN",4.1-6,34044,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2006,"Sullivan County, IN",12.1-14,21540,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2006,"Switzerland County, IN",8.1-10,10151,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2006,"Tippecanoe County, IN",8.1-10,163010,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2006,"Tipton County, IN",10.1-12,16326,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2006,"Union County, IN",8.1-10,7432,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2006,"Vanderburgh County, IN",12.1-14,176822,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2006,"Vermillion County, IN",8.1-10,16585,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2006,"Vigo County, IN",8.1-10,106509,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2006,"Wabash County, IN",10.1-12,33665,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2006,"Warren County, IN",4.1-6,8625,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2006,"Warrick County, IN",4.1-6,56746,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2006,"Washington County, IN",8.1-10,28164,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2006,"Wayne County, IN",12.1-14,69642,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2006,"Wells County, IN",6.1-8,27872,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2006,"White County, IN",8.1-10,24830,"White County, Indiana",24709,12249,0.49573030070014973
18183,2006,"Whitley County, IN",4.1-6,32597,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2005,"Adams County, IN",4.1-6,33867,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2005,"Allen County, IN",6.1-8,343238,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2005,"Bartholomew County, IN",8.1-10,73660,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2005,"Benton County, IN",8.1-10,8915,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2005,"Blackford County, IN",10.1-12,13392,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2005,"Boone County, IN",6.1-8,51261,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2005,"Brown County, IN",8.1-10,15283,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2005,"Carroll County, IN",4.1-6,20274,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2005,"Cass County, IN",2.1-4,39637,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2005,"Clark County, IN",10.1-12,101781,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2005,"Clay County, IN",6.1-8,27097,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2005,"Clinton County, IN",6.1-8,33237,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2005,"Crawford County, IN",8.1-10,11012,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2005,"Daviess County, IN",6.1-8,30452,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2005,"De Kalb County, IN",6.1-8,41494,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2005,"Dearborn County, IN",10.1-12,48421,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2005,"Decatur County, IN",8.1-10,25374,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2005,"Delaware County, IN",10.1-12,118170,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2005,"Dubois County, IN",4.1-6,41265,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2005,"Elkhart County, IN",4.1-6,192242,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2005,"Fayette County, IN",12.1-14,24700,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2005,"Floyd County, IN",8.1-10,71905,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2005,"Fountain County, IN",4.1-6,17436,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2005,"Franklin County, IN",8.1-10,23049,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2005,"Fulton County, IN",6.1-8,20540,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2005,"Gibson County, IN",6.1-8,33268,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2005,"Grant County, IN",12.1-14,70803,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2005,"Greene County, IN",8.1-10,33320,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2005,"Hamilton County, IN",4.1-6,235039,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2005,"Hancock County, IN",8.1-10,63045,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2005,"Harrison County, IN",4.1-6,37354,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2005,"Hendricks County, IN",4.1-6,128082,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2005,"Henry County, IN",14.1-16,48064,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2005,"Howard County, IN",14.1-16,84382,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2005,"Huntington County, IN",6.1-8,37650,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2005,"Jackson County, IN",8.1-10,41683,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2005,"Jasper County, IN",6.1-8,31763,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2005,"Jay County, IN",8.1-10,21595,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2005,"Jefferson County, IN",6.1-8,31998,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2005,"Jennings County, IN",8.1-10,28352,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2005,"Johnson County, IN",6.1-8,126769,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2005,"Knox County, IN",6.1-8,38543,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2005,"Kosciusko County, IN",4.1-6,75934,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2005,"La Porte County, IN",6.1-8,109541,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2005,"Lagrange County, IN",2.1-4,36283,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2005,"Lake County, IN",4.1-6,489530,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2005,"Lawrence County, IN",8.1-10,46233,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2005,"Madison County, IN",14.1-16,130871,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2005,"Marion County, IN",10.1-12,873310,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2005,"Marshall County, IN",4.1-6,46549,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2005,"Martin County, IN",4.1-6,10323,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2005,"Miami County, IN",4.1-6,37445,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2005,"Monroe County, IN",8.1-10,128121,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2005,"Montgomery County, IN",8.1-10,38105,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2005,"Morgan County, IN",8.1-10,68037,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2005,"Newton County, IN",4.1-6,14485,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2005,"Noble County, IN",4.1-6,47292,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2005,"Ohio County, IN",6.1-8,5943,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2005,"Orange County, IN",4.1-6,19744,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2005,"Owen County, IN",6.1-8,21975,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2005,"Parke County, IN",6.1-8,17396,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2005,"Perry County, IN",4.1-6,19260,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2005,"Pike County, IN",4.1-6,12879,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2005,"Porter County, IN",8.1-10,156024,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2005,"Posey County, IN",4.1-6,26488,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2005,"Pulaski County, IN",8.1-10,13682,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2005,"Putnam County, IN",4.1-6,37780,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2005,"Randolph County, IN",6.1-8,26517,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2005,"Ripley County, IN",8.1-10,28040,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2005,"Rush County, IN",6.1-8,17826,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2005,"Scott County, IN",18.1-20,23889,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2005,"Shelby County, IN",8.1-10,43482,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2005,"Spencer County, IN",4.1-6,20896,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2005,"St. Joseph County, IN",6.1-8,264863,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2005,"Starke County, IN",18.1-20,23394,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2005,"Steuben County, IN",4.1-6,33926,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2005,"Sullivan County, IN",12.1-14,21689,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2005,"Switzerland County, IN",8.1-10,10165,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2005,"Tippecanoe County, IN",8.1-10,158834,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2005,"Tipton County, IN",10.1-12,16411,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2005,"Union County, IN",8.1-10,7378,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2005,"Vanderburgh County, IN",12.1-14,175769,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2005,"Vermillion County, IN",6.1-8,16603,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2005,"Vigo County, IN",8.1-10,105245,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2005,"Wabash County, IN",10.1-12,33806,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2005,"Warren County, IN",4.1-6,8626,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2005,"Warrick County, IN",4.1-6,56066,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2005,"Washington County, IN",8.1-10,27893,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2005,"Wayne County, IN",12.1-14,69793,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2005,"Wells County, IN",6.1-8,27820,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2005,"White County, IN",6.1-8,24861,"White County, Indiana",24709,12249,0.49573030070014973
18183,2005,"Whitley County, IN",4.1-6,32182,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2004,"Adams County, IN",4.1-6,33822,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2004,"Allen County, IN",6.1-8,340916,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2004,"Bartholomew County, IN",8.1-10,72882,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2004,"Benton County, IN",6.1-8,9016,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2004,"Blackford County, IN",10.1-12,13496,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2004,"Boone County, IN",4.1-6,50158,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2004,"Brown County, IN",8.1-10,15390,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2004,"Carroll County, IN",4.1-6,20148,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2004,"Cass County, IN",2.1-4,39921,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2004,"Clark County, IN",10.1-12,100435,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2004,"Clay County, IN",6.1-8,27015,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2004,"Clinton County, IN",6.1-8,33342,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2004,"Crawford County, IN",6.1-8,11029,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2004,"Daviess County, IN",6.1-8,30300,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2004,"De Kalb County, IN",6.1-8,41283,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2004,"Dearborn County, IN",8.1-10,48135,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2004,"Decatur County, IN",8.1-10,25208,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2004,"Delaware County, IN",10.1-12,118938,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2004,"Dubois County, IN",4.1-6,40950,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2004,"Elkhart County, IN",4.1-6,189316,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2004,"Fayette County, IN",12.1-14,24844,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2004,"Floyd County, IN",8.1-10,71465,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2004,"Fountain County, IN",4.1-6,17578,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2004,"Franklin County, IN",8.1-10,22852,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2004,"Fulton County, IN",6.1-8,20466,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2004,"Gibson County, IN",4.1-6,33198,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2004,"Grant County, IN",10.1-12,71479,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2004,"Greene County, IN",8.1-10,33384,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2004,"Hamilton County, IN",4.1-6,225319,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2004,"Hancock County, IN",6.1-8,60922,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2004,"Harrison County, IN",4.1-6,36736,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2004,"Hendricks County, IN",4.1-6,124115,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2004,"Henry County, IN",14.1-16,48184,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2004,"Howard County, IN",12.1-14,84291,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2004,"Huntington County, IN",6.1-8,37768,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2004,"Jackson County, IN",6.1-8,41417,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2004,"Jasper County, IN",6.1-8,31503,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2004,"Jay County, IN",8.1-10,21651,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2004,"Jefferson County, IN",6.1-8,31787,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2004,"Jennings County, IN",8.1-10,28202,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2004,"Johnson County, IN",6.1-8,124192,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2004,"Knox County, IN",6.1-8,38712,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2004,"Kosciusko County, IN",4.1-6,75447,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2004,"La Porte County, IN",6.1-8,108914,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2004,"Lagrange County, IN",0-2,36017,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2004,"Lake County, IN",4.1-6,487405,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2004,"Lawrence County, IN",6.1-8,46106,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2004,"Madison County, IN",14.1-16,131366,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2004,"Marion County, IN",8.1-10,870378,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2004,"Marshall County, IN",4.1-6,46288,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2004,"Martin County, IN",2.1-4,10361,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2004,"Miami County, IN",4.1-6,37120,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2004,"Monroe County, IN",8.1-10,126359,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2004,"Montgomery County, IN",8.1-10,37795,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2004,"Morgan County, IN",8.1-10,67795,"Morgan County, Indiana",72202,36221,0.5016620038226088
