EVENT_YR,EVENT_COUNTY,EVENT_COUNTY_POP,PATIENT_AGE_GROUP,NONPHYS_MENTAL_HEALTH_FLG_CNT,SUICIDAL_AND_SELF_HARM_FLG_CNT,HOMICIDAL_AND_HARM_TO_OTHERS_FLG_FLG_CNT,ETL_RUN_TIMESTAMP
2023,RANDOLPH,24216,18 to 60,1074,127,709,7/24/2025 9:17
2023,FAYETTE,23362,60+,1021,41,313,7/24/2025 9:17
2017,POSEY,25563,60+,414,13,244,7/24/2025 9:17
2022,FAYETTE,23389,60+,1055,32,326,7/24/2025 9:17
2020,TIPTON,15392,< 18,13,,16,7/24/2025 9:17
2021,HENDRICKS,179800,60+,3819,116,1435,7/24/2025 9:17
2024,WABASH,30670,18 to 60,1127,161,356,7/24/2025 9:17
2023,FAYETTE,23362,< 18,198,85,167,7/24/2025 9:17
2021,DELAWARE,112057,< 18,406,108,216,7/24/2025 9:17
2021,DELAWARE,112057,60+,3772,92,876,7/24/2025 9:17
2023,DEKALB,44198,60+,1244,41,410,7/24/2025 9:17
2021,HENDRICKS,179800,< 18,442,96,803,7/24/2025 9:17
2023,HUNTINGTON,36781,18 to 60,1740,340,652,7/24/2025 9:17
2018,ELKHART,205588,< 18,521,187,492,7/24/2025 9:17
2018,ST JOSEPH,270961,< 18,834,225,573,7/24/2025 9:17
2023,JAY,20032,18 to 60,575,94,183,7/24/2025 9:17
2021,ELKHART,207054,< 18,999,396,800,7/24/2025 9:17
2018,ELKHART,205588,60+,4865,189,1122,7/24/2025 9:17
2023,DEKALB,44198,< 18,285,86,211,7/24/2025 9:17
2023,POSEY,25040,60+,380,21,266,7/24/2025 9:17
2022,FAYETTE,23389,< 18,171,78,168,7/24/2025 9:17
2020,JAY,20474,18 to 60,444,99,149,7/24/2025 9:17
2020,TIPTON,15392,60+,238,,93,7/24/2025 9:17
2020,BARTHOLOMEW,82218,60+,1870,75,828,7/24/2025 9:17
2022,BLACKFORD,11919,18 to 60,272,17,155,7/24/2025 9:17
2019,BLACKFORD,11787,18 to 60,282,38,115,7/24/2025 9:17
2023,VERMILLION,15417,18 to 60,142,26,102,7/24/2025 9:17
2023,FRANKLIN,23096,18 to 60,160,45,115,7/24/2025 9:17
2024,PERRY,19209,60+,668,25,266,7/24/2025 9:17
2022,CARROLL,20514,18 to 60,114,22,64,7/24/2025 9:17
2024,PERRY,19209,< 18,174,74,88,7/24/2025 9:17
2017,POSEY,25563,< 18,20,,,7/24/2025 9:17
2022,PIKE,12143,60+,131,,118,7/24/2025 9:17
2019,BENTON,8763,18 to 60,65,24,40,7/24/2025 9:17
2019,FAYETTE,23038,60+,267,,93,7/24/2025 9:17
2024,BENTON,8729,18 to 60,129,40,88,7/24/2025 9:17
2022,PIKE,12143,< 18,13,,14,7/24/2025 9:17
2023,POSEY,25040,< 18,46,15,46,7/24/2025 9:17
2019,FAYETTE,23038,< 18,12,,,7/24/2025 9:17
2019,MARION,963829,60+,32117,1782,9634,7/24/2025 9:17
2019,MARION,963829,< 18,3137,1123,3716,7/24/2025 9:17
2024,DECATUR,26399,60+,510,15,215,7/24/2025 9:17
2022,BARTHOLOMEW,83394,18 to 60,4200,955,1980,7/24/2025 9:17
2023,WHITE,24917,60+,402,,149,7/24/2025 9:17
2022,DEARBORN,50900,< 18,261,80,178,7/24/2025 9:17
2021,WHITE,24643,< 18,49,16,70,7/24/2025 9:17
2017,WARRICK,62433,< 18,244,101,268,7/24/2025 9:17
2018,WAYNE,66131,18 to 60,2726,920,1123,7/24/2025 9:17
2021,BARTHOLOMEW,82729,18 to 60,3817,868,1719,7/24/2025 9:17
2017,WARRICK,62433,60+,2443,161,838,7/24/2025 9:17
2022,DEARBORN,50900,60+,1298,68,485,7/24/2025 9:17
2023,WHITE,24917,< 18,96,32,98,7/24/2025 9:17
2017,PERRY,19010,18 to 60,918,119,334,7/24/2025 9:17
2021,PERRY,19334,18 to 60,837,164,307,7/24/2025 9:17
2018,GREENE,32124,60+,486,18,190,7/24/2025 9:17
2021,WHITE,24643,60+,331,,151,7/24/2025 9:17
2021,FAYETTE,23381,18 to 60,990,227,534,7/24/2025 9:17
2017,DEARBORN,49634,60+,855,45,292,7/24/2025 9:17
2024,DECATUR,26399,< 18,160,75,103,7/24/2025 9:17
2018,FAYETTE,23026,18 to 60,476,100,180,7/24/2025 9:17
2017,DEARBORN,49634,< 18,102,23,152,7/24/2025 9:17
2018,GREENE,32124,< 18,31,16,86,7/24/2025 9:17
2019,POSEY,25408,18 to 60,315,59,168,7/24/2025 9:17
2023,PIKE,12106,18 to 60,95,33,82,7/24/2025 9:17
2023,FLOYD,80809,18 to 60,12794,789,3135,7/24/2025 9:17
2019,GREENE,32117,18 to 60,445,98,282,7/24/2025 9:17
2017,KNOX,37070,< 18,67,27,115,7/24/2025 9:17
2021,TIPPECANOE,187423,< 18,708,324,711,7/24/2025 9:17
2018,LAKE,484918,< 18,2192,739,3823,7/24/2025 9:17
2021,TIPPECANOE,187423,60+,5059,179,1701,7/24/2025 9:17
2017,ALLEN,371803,< 18,357,98,448,7/24/2025 9:17
2017,MORGAN,69835,18 to 60,2259,592,1354,7/24/2025 9:17
2022,MORGAN,72260,18 to 60,3172,603,1849,7/24/2025 9:17
2018,VANDERBURGH,181165,60+,6355,393,2329,7/24/2025 9:17
2017,ALLEN,371803,60+,3666,113,592,7/24/2025 9:17
2018,WARRICK,62443,18 to 60,3599,842,1345,7/24/2025 9:17
2018,LAPORTE,110134,18 to 60,3846,832,2710,7/24/2025 9:17
2021,MORGAN,72275,18 to 60,3212,648,1982,7/24/2025 9:17
2018,LAKE,484918,60+,23262,882,6992,7/24/2025 9:17
2019,LAPORTE,110044,18 to 60,3647,900,2413,7/24/2025 9:17
2023,PORTER,175335,18 to 60,9906,1200,2612,7/24/2025 9:17
2020,HANCOCK,80180,60+,1891,47,756,7/24/2025 9:17
2019,WHITLEY,33868,60+,879,49,389,7/24/2025 9:17
2019,WHITLEY,33868,< 18,81,21,119,7/24/2025 9:17
2017,KNOX,37070,60+,1251,86,264,7/24/2025 9:17
2017,KOSCIUSKO,79121,< 18,71,20,113,7/24/2025 9:17
2022,BOONE,74309,18 to 60,2918,221,1148,7/24/2025 9:17
2018,VANDERBURGH,181165,< 18,436,141,445,7/24/2025 9:17
2023,JEFFERSON,33056,< 18,246,115,343,7/24/2025 9:17
2018,DEARBORN,49560,18 to 60,1383,209,650,7/24/2025 9:17
2024,SCOTT,24657,18 to 60,977,173,505,7/24/2025 9:17
2017,GIBSON,33730,< 18,20,11,69,7/24/2025 9:17
2023,BOONE,76120,18 to 60,3694,257,1564,7/24/2025 9:17
2017,GIBSON,33730,60+,454,16,375,7/24/2025 9:17
2020,WHITLEY,34329,< 18,119,38,111,7/24/2025 9:17
2020,WELLS,28155,60+,167,,128,7/24/2025 9:17
2020,WHITLEY,34329,60+,843,48,420,7/24/2025 9:17
2019,MARTIN,10179,60+,74,,43,7/24/2025 9:17
2017,KOSCIUSKO,79121,60+,1248,41,541,7/24/2025 9:17
2019,DEARBORN,49573,18 to 60,1291,172,616,7/24/2025 9:17
2023,JEFFERSON,33056,60+,1402,37,605,7/24/2025 9:17
2023,MARTIN,9897,60+,99,,91,7/24/2025 9:17
2020,HANCOCK,80180,< 18,183,57,223,7/24/2025 9:17
2020,MIAMI,35906,60+,428,10,154,7/24/2025 9:17
2023,OHIO,6004,60+,75,,37,7/24/2025 9:17
2020,CARROLL,20339,60+,129,,67,7/24/2025 9:17
2023,MARTIN,9897,< 18,,,10,7/24/2025 9:17
2019,MARTIN,10179,< 18,,0,,7/24/2025 9:17
2020,MIAMI,35906,< 18,27,,13,7/24/2025 9:17
2020,CARROLL,20339,< 18,13,0,15,7/24/2025 9:17
2020,WELLS,28155,< 18,10,,14,7/24/2025 9:17
2023,OHIO,6004,< 18,,,,7/24/2025 9:17
2020,VANDERBURGH,180336,18 to 60,8713,2024,3945,7/24/2025 9:17
2024,LAWRENCE,45084,60+,1365,76,279,7/24/2025 9:17
2021,JACKSON,46224,60+,1820,33,542,7/24/2025 9:17
2017,WHITLEY,33732,18 to 60,470,102,256,7/24/2025 9:17
2023,WARRICK,65867,60+,4316,207,1312,7/24/2025 9:17
2024,LAWRENCE,45084,< 18,215,74,134,7/24/2025 9:17
2023,JOHNSON,167819,< 18,461,192,421,7/24/2025 9:17
2023,MIAMI,35402,18 to 60,674,82,390,7/24/2025 9:17
2019,LAWRENCE,45419,60+,922,30,279,7/24/2025 9:17
2023,JOHNSON,167819,60+,2667,138,1071,7/24/2025 9:17
2024,WHITLEY,34742,18 to 60,1214,154,452,7/24/2025 9:17
2019,HENDRICKS,169924,60+,2913,74,894,7/24/2025 9:17
2018,HENDRICKS,166759,< 18,126,44,270,7/24/2025 9:17
2023,WARRICK,65867,< 18,850,287,481,7/24/2025 9:17
2021,JACKSON,46224,< 18,434,101,284,7/24/2025 9:17
2018,HENDRICKS,166759,60+,3356,105,891,7/24/2025 9:17
2024,KOSCIUSKO,80364,18 to 60,1709,286,754,7/24/2025 9:17
2020,FULTON,20469,60+,935,21,276,7/24/2025 9:17
2017,CARROLL,20074,18 to 60,134,23,82,7/24/2025 9:17
2019,HENDRICKS,169924,< 18,178,37,311,7/24/2025 9:17
2018,JENNINGS,27650,60+,428,20,136,7/24/2025 9:17
2022,CLINTON,32769,< 18,98,36,103,7/24/2025 9:17
2020,FULTON,20469,< 18,99,22,71,7/24/2025 9:17
2022,NEWTON,13839,18 to 60,125,19,61,7/24/2025 9:17
2019,LAWRENCE,45419,< 18,66,15,89,7/24/2025 9:17
2019,SPENCER,20273,60+,172,,134,7/24/2025 9:17
2022,CLINTON,32769,60+,509,16,257,7/24/2025 9:17
2022,GIBSON,33002,18 to 60,964,199,657,7/24/2025 9:17
2021,MIAMI,35999,18 to 60,339,50,205,7/24/2025 9:17
2020,BROWN,15485,18 to 60,118,33,61,7/24/2025 9:17
2019,PARKE,16893,60+,91,,45,7/24/2025 9:17
2019,CARROLL,20211,18 to 60,112,33,78,7/24/2025 9:17
2022,BENTON,8672,18 to 60,100,24,62,7/24/2025 9:17
2018,JENNINGS,27650,< 18,68,23,58,7/24/2025 9:17
2021,BROWN,15592,18 to 60,96,28,52,7/24/2025 9:17
2019,PARKE,16893,< 18,,,,7/24/2025 9:17
2023,OWEN,21532,18 to 60,60,12,37,7/24/2025 9:17
2019,SPENCER,20273,< 18,20,,17,7/24/2025 9:17
2023,ALLEN,394545,< 18,3290,982,1330,7/24/2025 9:17
2022,LAKE,499657,18 to 60,38549,5729,17620,7/24/2025 9:17
2022,ALLEN,391644,18 to 60,17159,3143,5433,7/24/2025 9:17
2018,MARION,959370,18 to 60,49332,13139,25359,7/24/2025 9:17
2020,LAKE,498957,18 to 60,27608,5462,15813,7/24/2025 9:17
2017,PUTNAM,37409,18 to 60,366,67,148,7/24/2025 9:17
2021,JOHNSON,164394,18 to 60,3715,786,1634,7/24/2025 9:17
2024,ST JOSEPH,272848,< 18,858,208,1045,7/24/2025 9:17
2024,ST JOSEPH,272848,60+,4844,166,1042,7/24/2025 9:17
2023,ALLEN,394545,60+,10281,438,2902,7/24/2025 9:17
2023,HANCOCK,86166,< 18,323,97,362,7/24/2025 9:17
2023,PUTNAM,37567,18 to 60,882,191,473,7/24/2025 9:17
2019,WHITE,24197,60+,366,10,195,7/24/2025 9:17
2018,CASS,37885,60+,872,31,340,7/24/2025 9:17
2023,HANCOCK,86166,60+,2047,63,877,7/24/2025 9:17
2019,WHITE,24197,< 18,32,11,64,7/24/2025 9:17
2024,DAVIESS,33656,18 to 60,615,99,270,7/24/2025 9:17
2021,BOONE,73080,60+,1689,52,769,7/24/2025 9:17
2022,FULTON,20368,18 to 60,561,115,249,7/24/2025 9:17
2018,CASS,37885,< 18,84,24,149,7/24/2025 9:17
2020,BOONE,71137,< 18,214,39,257,7/24/2025 9:17
2023,FULTON,20358,18 to 60,803,113,278,7/24/2025 9:17
2020,BOONE,71137,60+,1477,42,502,7/24/2025 9:17
2022,CASS,37537,< 18,182,63,125,7/24/2025 9:17
2022,CASS,37537,60+,949,22,361,7/24/2025 9:17
2021,SCOTT,24422,60+,836,46,290,7/24/2025 9:17
2020,DAVIESS,33357,18 to 60,757,184,389,7/24/2025 9:17
2017,RANDOLPH,24917,60+,289,11,129,7/24/2025 9:17
2017,FOUNTAIN,16442,60+,354,,167,7/24/2025 9:17
2019,FULTON,20042,18 to 60,434,39,228,7/24/2025 9:17
2024,FOUNTAIN,16731,60+,306,10,193,7/24/2025 9:17
2017,RANDOLPH,24917,< 18,24,10,56,7/24/2025 9:17
2021,SCOTT,24422,< 18,190,65,191,7/24/2025 9:17
2021,BOONE,73080,< 18,343,78,280,7/24/2025 9:17
2023,UNION,6973,60+,78,,52,7/24/2025 9:17
2023,UNION,6973,< 18,,,,7/24/2025 9:17
2021,FOUNTAIN,16480,60+,439,,210,7/24/2025 9:17
2020,STARKE,23396,60+,58,,33,7/24/2025 9:17
2023,CRAWFORD,10438,60+,46,,28,7/24/2025 9:17
2024,FOUNTAIN,16731,< 18,39,11,28,7/24/2025 9:17
2017,FOUNTAIN,16442,< 18,16,,12,7/24/2025 9:17
2021,FOUNTAIN,16480,< 18,29,,16,7/24/2025 9:17
2023,CRAWFORD,10438,< 18,,,,7/24/2025 9:17
2020,STARKE,23396,< 18,,0,0,7/24/2025 9:17
2021,MARION,971543,60+,36881,1823,12355,7/24/2025 9:17
2022,LAGRANGE,40854,18 to 60,629,94,279,7/24/2025 9:17
2021,MARION,971543,< 18,6530,1969,5641,7/24/2025 9:17
2022,RIPLEY,29030,< 18,231,67,347,7/24/2025 9:17
2017,PORTER,168568,18 to 60,4322,777,835,7/24/2025 9:17
2021,RIPLEY,29015,< 18,180,49,213,7/24/2025 9:17
2020,SCOTT,24377,18 to 60,1178,260,710,7/24/2025 9:17
2020,WABASH,30934,18 to 60,1068,211,366,7/24/2025 9:17
2022,KNOX,35876,60+,1487,81,454,7/24/2025 9:17
2023,RIPLEY,29227,< 18,267,95,314,7/24/2025 9:17
2021,RIPLEY,29015,60+,1657,32,402,7/24/2025 9:17
2022,JASPER,33345,60+,737,25,279,7/24/2025 9:17
2019,HARRISON,40552,< 18,127,36,192,7/24/2025 9:17
2018,JEFFERSON,32169,< 18,122,56,251,7/24/2025 9:17
2020,GREENE,30793,18 to 60,741,184,328,7/24/2025 9:17
2020,RIPLEY,28980,< 18,112,21,151,7/24/2025 9:17
2023,RIPLEY,29227,60+,1597,49,518,7/24/2025 9:17
2022,KNOX,35876,< 18,275,115,183,7/24/2025 9:17
2020,RIPLEY,28980,60+,1701,37,356,7/24/2025 9:17
2017,SCOTT,23810,18 to 60,589,161,323,7/24/2025 9:17
2021,HARRISON,39805,60+,1475,55,617,7/24/2025 9:17
2018,PULASKI,12502,60+,232,,107,7/24/2025 9:17
2018,JEFFERSON,32169,60+,1228,42,533,7/24/2025 9:17
2024,GREENE,31196,18 to 60,799,207,285,7/24/2025 9:17
2019,HENRY,48025,60+,1101,39,359,7/24/2025 9:17
2018,LAGRANGE,39425,18 to 60,205,45,169,7/24/2025 9:17
2020,HARRISON,39676,60+,1354,47,535,7/24/2025 9:17
2018,BROWN,15244,60+,53,,34,7/24/2025 9:17
2019,HARRISON,40552,60+,1437,51,612,7/24/2025 9:17
2023,STARKE,23206,18 to 60,271,51,129,7/24/2025 9:17
2022,RIPLEY,29030,60+,1674,45,488,7/24/2025 9:17
2023,LAGRANGE,40907,18 to 60,774,105,295,7/24/2025 9:17
2022,JASPER,33345,< 18,134,62,134,7/24/2025 9:17
2017,BROWN,15025,60+,101,,99,7/24/2025 9:17
2019,HENRY,48025,< 18,91,41,73,7/24/2025 9:17
2021,HARRISON,39805,< 18,171,59,165,7/24/2025 9:17
2020,HARRISON,39676,< 18,125,31,131,7/24/2025 9:17
2019,CRAWFORD,10593,18 to 60,66,10,44,7/24/2025 9:17
2018,FOUNTAIN,16439,18 to 60,239,45,167,7/24/2025 9:17
2018,PULASKI,12502,< 18,11,,44,7/24/2025 9:17
2018,BROWN,15244,< 18,,0,,7/24/2025 9:17
2020,UNION,7082,18 to 60,23,,11,7/24/2025 9:17
2017,BROWN,15025,< 18,13,,11,7/24/2025 9:17
2018,MONROE,147411,18 to 60,2746,570,683,7/24/2025 9:17
2021,HAMILTON,357620,18 to 60,11743,1134,6217,7/24/2025 9:17
2018,HOWARD,82339,18 to 60,3243,806,1090,7/24/2025 9:17
2021,VANDERBURGH,180165,18 to 60,11954,2377,5987,7/24/2025 9:17
2022,HOWARD,83546,18 to 60,6189,1289,3162,7/24/2025 9:17
2019,JEFFERSON,32265,18 to 60,1691,347,1209,7/24/2025 9:17
2022,HARRISON,39790,18 to 60,1403,225,727,7/24/2025 9:17
2021,WASHINGTON,28138,18 to 60,879,166,576,7/24/2025 9:17
2024,VANDERBURGH,179810,18 to 60,11026,1910,5597,7/24/2025 9:17
2018,JACKSON,44049,< 18,243,50,326,7/24/2025 9:17
2018,HANCOCK,76521,18 to 60,1319,254,509,7/24/2025 9:17
2023,LAPORTE,111706,60+,3661,193,1192,7/24/2025 9:17
2024,CLINTON,32730,< 18,241,89,121,7/24/2025 9:17
2018,JACKSON,44049,60+,1437,56,490,7/24/2025 9:17
2017,SULLIVAN,20690,60+,418,15,121,7/24/2025 9:17
2024,RUSH,16847,60+,656,19,321,7/24/2025 9:17
2023,CLAY,26460,60+,951,27,416,7/24/2025 9:17
2023,SULLIVAN,20757,60+,456,14,161,7/24/2025 9:17
2017,SULLIVAN,20690,< 18,42,16,69,7/24/2025 9:17
2023,LAPORTE,111706,< 18,576,288,542,7/24/2025 9:17
2023,SULLIVAN,20757,< 18,101,27,94,7/24/2025 9:17
2024,CLINTON,32730,60+,541,20,251,7/24/2025 9:17
2023,CLAY,26460,< 18,259,54,298,7/24/2025 9:17
2018,WASHINGTON,27936,18 to 60,611,130,322,7/24/2025 9:17
2019,WASHINGTON,28063,18 to 60,547,114,263,7/24/2025 9:17
2018,RUSH,16635,60+,474,17,219,7/24/2025 9:17
2022,HENRY,48815,18 to 60,1841,358,649,7/24/2025 9:17
2020,STEUBEN,34441,60+,814,68,323,7/24/2025 9:17
2020,STEUBEN,34441,< 18,132,34,110,7/24/2025 9:17
2024,RUSH,16847,< 18,192,88,115,7/24/2025 9:17
2022,PARKE,16367,60+,113,,62,7/24/2025 9:17
2018,RUSH,16635,< 18,59,12,121,7/24/2025 9:17
2019,BROWN,15066,18 to 60,75,14,37,7/24/2025 9:17
2022,PARKE,16367,< 18,14,,,7/24/2025 9:17
2024,MARION,968460,60+,39393,1623,11401,7/24/2025 9:17
2017,TIPPECANOE,191334,< 18,242,75,439,7/24/2025 9:17
2023,MADISON,132504,60+,6509,303,2156,7/24/2025 9:17
2024,MARION,968460,< 18,9274,2968,6783,7/24/2025 9:17
2018,MONTGOMERY,38251,< 18,100,39,246,7/24/2025 9:17
2018,JOHNSON,156301,18 to 60,1984,422,1499,7/24/2025 9:17
2018,DUBOIS,42568,18 to 60,905,110,360,7/24/2025 9:17
2023,DEARBORN,51215,18 to 60,2007,436,800,7/24/2025 9:17
2017,JACKSON,43942,18 to 60,1762,352,899,7/24/2025 9:17
2020,NOBLE,47460,60+,895,37,470,7/24/2025 9:17
2021,ORANGE,19806,60+,419,27,185,7/24/2025 9:17
2018,MONTGOMERY,38251,60+,1400,59,555,7/24/2025 9:17
2021,MARSHALL,46160,18 to 60,2341,258,583,7/24/2025 9:17
2017,CLAY,26176,18 to 60,782,147,290,7/24/2025 9:17
2023,MADISON,132504,< 18,1064,431,1145,7/24/2025 9:17
2020,MONTGOMERY,37935,< 18,167,93,231,7/24/2025 9:17
2017,TIPPECANOE,191334,60+,3531,236,1341,7/24/2025 9:17
2019,ADAMS,35688,60+,523,11,185,7/24/2025 9:17
2018,ORANGE,19567,60+,172,,44,7/24/2025 9:17
2021,RANDOLPH,24409,< 18,104,32,260,7/24/2025 9:17
2023,WABASH,30670,< 18,229,110,149,7/24/2025 9:17
2021,RANDOLPH,24409,60+,763,21,420,7/24/2025 9:17
2024,CARROLL,20525,60+,105,,93,7/24/2025 9:17
2023,WABASH,30670,60+,1104,55,429,7/24/2025 9:17
2020,MONTGOMERY,37935,60+,1365,60,533,7/24/2025 9:17
2019,ADAMS,35688,< 18,76,15,61,7/24/2025 9:17
2020,NOBLE,47460,< 18,155,36,128,7/24/2025 9:17
2024,ORANGE,19638,< 18,144,45,59,7/24/2025 9:17
2019,CLAY,26301,18 to 60,710,100,321,7/24/2025 9:17
2024,ORANGE,19638,60+,450,20,110,7/24/2025 9:17
2018,ORANGE,19567,< 18,18,10,34,7/24/2025 9:17
2021,ORANGE,19806,< 18,39,13,58,7/24/2025 9:17
2024,CARROLL,20525,< 18,18,,13,7/24/2025 9:17
2022,NOBLE,47234,18 to 60,1875,298,690,7/24/2025 9:17
2021,ALLEN,389163,18 to 60,16081,2865,5184,7/24/2025 9:17
2021,DEKALB,43395,60+,1051,56,384,7/24/2025 9:17
2019,ST JOSEPH,271695,60+,12166,427,3735,7/24/2025 9:17
2023,ELKHART,206409,60+,4820,182,1695,7/24/2025 9:17
2017,BARTHOLOMEW,82455,60+,3363,119,1318,7/24/2025 9:17
2020,WAYNE,66507,60+,2692,260,733,7/24/2025 9:17
2017,RIPLEY,28432,< 18,67,23,77,7/24/2025 9:17
2023,ELKHART,206409,< 18,1071,398,867,7/24/2025 9:17
2024,DELAWARE,112321,60+,3161,147,714,7/24/2025 9:17
2017,NOBLE,47379,18 to 60,602,98,223,7/24/2025 9:17
2021,DEKALB,43395,< 18,212,77,197,7/24/2025 9:17
2017,MONTGOMERY,38343,18 to 60,843,211,532,7/24/2025 9:17
2019,ST JOSEPH,271695,< 18,980,280,696,7/24/2025 9:17
2024,MONTGOMERY,38573,18 to 60,1637,295,1002,7/24/2025 9:17
2021,JAY,20282,18 to 60,494,111,208,7/24/2025 9:17
2020,HUNTINGTON,36646,18 to 60,1452,285,624,7/24/2025 9:17
2017,RIPLEY,28432,60+,729,18,247,7/24/2025 9:17
2022,WAYNE,66216,60+,3221,220,791,7/24/2025 9:17
2022,HANCOCK,83117,18 to 60,2236,319,1503,7/24/2025 9:17
2018,NOBLE,47649,18 to 60,472,113,460,7/24/2025 9:17
2017,BARTHOLOMEW,82455,< 18,161,47,161,7/24/2025 9:17
2024,DELAWARE,112321,< 18,1045,362,515,7/24/2025 9:17
2018,BLACKFORD,11934,18 to 60,353,61,163,7/24/2025 9:17
2022,JAY,20118,18 to 60,496,81,197,7/24/2025 9:17
2021,BLACKFORD,12041,18 to 60,252,30,130,7/24/2025 9:17
2024,ADAMS,36288,18 to 60,667,75,278,7/24/2025 9:17
2022,WAYNE,66216,< 18,382,219,341,7/24/2025 9:17
2022,FRANKLIN,23083,18 to 60,166,35,164,7/24/2025 9:17
2018,ADAMS,35565,18 to 60,423,65,224,7/24/2025 9:17
2020,BENTON,8715,18 to 60,98,31,61,7/24/2025 9:17
2022,VERMILLION,15433,18 to 60,195,56,100,7/24/2025 9:17
2020,WAYNE,66507,< 18,202,124,177,7/24/2025 9:17
2018,POSEY,25529,60+,583,12,223,7/24/2025 9:17
2020,FRANKLIN,22788,18 to 60,233,66,173,7/24/2025 9:17
2018,POSEY,25529,< 18,32,,17,7/24/2025 9:17
2023,WAYNE,66127,18 to 60,3411,1024,1423,7/24/2025 9:17
2021,ELKHART,207054,18 to 60,9564,1822,4129,7/24/2025 9:17
2020,ELKHART,206991,18 to 60,7992,1576,3506,7/24/2025 9:17
2018,ST JOSEPH,270961,18 to 60,14053,2643,3377,7/24/2025 9:17
2020,BARTHOLOMEW,82218,18 to 60,2697,560,1121,7/24/2025 9:17
2021,HENDRICKS,179800,18 to 60,4707,681,3234,7/24/2025 9:17
2019,CLARK,118191,< 18,44,,122,7/24/2025 9:17
2018,CLARK,117287,60+,1142,24,219,7/24/2025 9:17
2018,ELKHART,205588,18 to 60,7119,1539,2416,7/24/2025 9:17
2019,WAYNE,65943,18 to 60,3530,1195,1421,7/24/2025 9:17
2020,PORTER,173318,60+,3096,96,631,7/24/2025 9:17
2023,DEKALB,44198,18 to 60,1644,254,659,7/24/2025 9:17
2021,DELAWARE,112057,18 to 60,4492,720,1719,7/24/2025 9:17
2022,FAYETTE,23389,18 to 60,1194,253,570,7/24/2025 9:17
2019,CLARK,118191,60+,1049,21,262,7/24/2025 9:17
2022,DECATUR,26454,60+,701,16,329,7/24/2025 9:17
2023,FAYETTE,23362,18 to 60,1247,302,474,7/24/2025 9:17
2024,PERRY,19209,18 to 60,700,114,299,7/24/2025 9:17
2022,DECATUR,26454,< 18,127,69,84,7/24/2025 9:17
2017,GREENE,32194,60+,264,,75,7/24/2025 9:17
2023,SCOTT,24657,< 18,291,80,245,7/24/2025 9:17
2018,CLARK,117287,< 18,45,10,131,7/24/2025 9:17
2023,SCOTT,24657,60+,978,45,385,7/24/2025 9:17
2020,PORTER,173318,< 18,313,113,134,7/24/2025 9:17
2017,GREENE,32194,< 18,14,,61,7/24/2025 9:17
2019,FAYETTE,23038,18 to 60,222,74,87,7/24/2025 9:17
2023,POSEY,25040,18 to 60,380,67,247,7/24/2025 9:17
2022,DEARBORN,50900,18 to 60,1926,446,828,7/24/2025 9:17
2019,LAKE,486244,< 18,2852,933,4067,7/24/2025 9:17
2019,LAKE,486244,60+,26366,1030,8461,7/24/2025 9:17
2019,VANDERBURGH,181561,60+,6315,386,2254,7/24/2025 9:17
2018,GREENE,32124,18 to 60,501,138,354,7/24/2025 9:17
2019,MORGAN,70403,18 to 60,2893,705,2297,7/24/2025 9:17
2023,MORGAN,73227,18 to 60,3396,547,1959,7/24/2025 9:17
2023,WHITE,24917,18 to 60,512,67,237,7/24/2025 9:17
2023,KOSCIUSKO,80364,60+,1342,41,588,7/24/2025 9:17
2023,KOSCIUSKO,80364,< 18,425,172,217,7/24/2025 9:17
2022,FLOYD,80621,18 to 60,12545,789,3467,7/24/2025 9:17
2024,DECATUR,26399,18 to 60,860,120,330,7/24/2025 9:17
2024,WELLS,28555,60+,488,21,264,7/24/2025 9:17
2020,DEARBORN,50750,18 to 60,1886,269,802,7/24/2025 9:17
2019,VANDERBURGH,181561,< 18,568,179,488,7/24/2025 9:17
2024,WELLS,28555,< 18,54,21,59,7/24/2025 9:17
2018,KOSCIUSKO,79467,60+,889,33,449,7/24/2025 9:17
2021,WHITE,24643,18 to 60,469,61,228,7/24/2025 9:17
2020,OHIO,5928,60+,46,,41,7/24/2025 9:17
2018,KOSCIUSKO,79467,< 18,46,,76,7/24/2025 9:17
2021,WELLS,28154,60+,170,,99,7/24/2025 9:17
2021,WELLS,28154,< 18,16,,17,7/24/2025 9:17
2019,NEWTON,13972,60+,33,,20,7/24/2025 9:17
2021,MARTIN,9804,60+,77,,63,7/24/2025 9:17
2020,MARTIN,9809,60+,80,,50,7/24/2025 9:17
2021,MARTIN,9804,< 18,12,,10,7/24/2025 9:17
2019,NEWTON,13972,< 18,,0,,7/24/2025 9:17
2020,MARTIN,9809,< 18,,,13,7/24/2025 9:17
2020,OHIO,5928,< 18,,,,7/24/2025 9:17
2019,MADISON,129416,18 to 60,4982,1251,1651,7/24/2025 9:17
2018,VANDERBURGH,181165,18 to 60,8963,2184,3974,7/24/2025 9:17
2017,KOSCIUSKO,79121,18 to 60,1448,248,864,7/24/2025 9:17
2017,ALLEN,371803,18 to 60,5760,1011,1738,7/24/2025 9:17
2020,JACKSON,46479,60+,1618,31,460,7/24/2025 9:17
2017,VANDERBURGH,181031,18 to 60,8330,2311,4408,7/24/2025 9:17
2019,ALLEN,379006,60+,9056,422,2777,7/24/2025 9:17
2020,WHITLEY,34329,18 to 60,1031,208,400,7/24/2025 9:17
