EVENT_EMS_DISTRICT,EVENT_EMS_DISTRICT_POP,EVENT_YR,PATIENT_GENDER,PATIENT_RACE,PATIENT_AGE_GROUP,EVENT_FLAG_TYPE,DISTRICT_EVENT_FLAG_TYPE_CNT,ETL_RUN_TIMESTAMP
5,1975055,2024,Male,Other Race,35 to 44,Non-violence Mental Health Events,4413,7/24/2025 9:12
1,835134,2024,Male,Other Race,35 to 44,Non-violence Mental Health Events,4396,7/24/2025 9:12
5,1975055,2024,Male,Other Race,35 to 44,Self-Harm Violence Events,852,7/24/2025 9:12
1,835134,2024,Male,Other Race,35 to 44,Self-Harm Violence Events,784,7/24/2025 9:12
5,1975055,2024,Male,Other Race,35 to 44,Harm-to-Others Violence Events,2288,7/24/2025 9:12
1,835134,2024,Male,Other Race,35 to 44,Harm-to-Others Violence Events,2063,7/24/2025 9:12
5,1975055,2024,Male,Other Race,45 to 54,Non-violence Mental Health Events,3612,7/24/2025 9:12
1,835134,2024,Male,Other Race,45 to 54,Non-violence Mental Health Events,4055,7/24/2025 9:12
5,1975055,2024,Male,Other Race,45 to 54,Self-Harm Violence Events,628,7/24/2025 9:12
1,835134,2024,Male,Other Race,45 to 54,Self-Harm Violence Events,527,7/24/2025 9:12
5,1975055,2024,Male,Other Race,45 to 54,Harm-to-Others Violence Events,1826,7/24/2025 9:12
1,835134,2024,Male,Other Race,45 to 54,Harm-to-Others Violence Events,1913,7/24/2025 9:12
5,1975055,2024,Male,Other Race,55 to 64,Non-violence Mental Health Events,3465,7/24/2025 9:12
1,835134,2024,Male,Other Race,55 to 64,Non-violence Mental Health Events,4637,7/24/2025 9:12
5,1975055,2024,Male,Other Race,55 to 64,Self-Harm Violence Events,444,7/24/2025 9:12
1,835134,2024,Male,Other Race,55 to 64,Self-Harm Violence Events,459,7/24/2025 9:12
5,1975055,2024,Male,Other Race,55 to 64,Harm-to-Others Violence Events,1549,7/24/2025 9:12
1,835134,2024,Male,Other Race,55 to 64,Harm-to-Others Violence Events,1997,7/24/2025 9:12
5,1975055,2024,Male,Other Race,65 to 74,Non-violence Mental Health Events,2802,7/24/2025 9:12
1,835134,2024,Male,Other Race,65 to 74,Non-violence Mental Health Events,4798,7/24/2025 9:12
5,1975055,2024,Male,Other Race,65 to 74,Self-Harm Violence Events,202,7/24/2025 9:12
1,835134,2024,Male,Other Race,65 to 74,Self-Harm Violence Events,262,7/24/2025 9:12
5,1975055,2024,Male,Other Race,65 to 74,Harm-to-Others Violence Events,1120,7/24/2025 9:12
1,835134,2024,Male,Other Race,65 to 74,Harm-to-Others Violence Events,1855,7/24/2025 9:12
5,1975055,2024,Male,Other Race,75 to 84,Non-violence Mental Health Events,2107,7/24/2025 9:12
1,835134,2024,Male,Other Race,75 to 84,Non-violence Mental Health Events,3563,7/24/2025 9:12
5,1975055,2024,Male,Other Race,75 to 84,Self-Harm Violence Events,51,7/24/2025 9:12
1,835134,2024,Male,Other Race,75 to 84,Self-Harm Violence Events,121,7/24/2025 9:12
5,1975055,2024,Male,Other Race,75 to 84,Harm-to-Others Violence Events,583,7/24/2025 9:12
1,835134,2024,Male,Other Race,75 to 84,Harm-to-Others Violence Events,1167,7/24/2025 9:12
5,1975055,2024,Male,Other Race,85+,Non-violence Mental Health Events,886,7/24/2025 9:12
1,835134,2024,Male,Other Race,85+,Non-violence Mental Health Events,1724,7/24/2025 9:12
5,1975055,2024,Male,Other Race,85+,Self-Harm Violence Events,25,7/24/2025 9:12
1,835134,2024,Male,Other Race,85+,Self-Harm Violence Events,36,7/24/2025 9:12
5,1975055,2024,Male,Other Race,85+,Harm-to-Others Violence Events,213,7/24/2025 9:12
1,835134,2024,Male,Other Race,85+,Harm-to-Others Violence Events,443,7/24/2025 9:12
5,1975055,2024,Male,Unknown,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,0 to 17,Non-violence Mental Health Events,15,7/24/2025 9:12
1,835134,2024,Male,Unknown,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,0 to 17,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,0 to 17,Harm-to-Others Violence Events,20,7/24/2025 9:12
5,1975055,2024,Male,Unknown,18 to 24,Non-violence Mental Health Events,10,7/24/2025 9:12
1,835134,2024,Male,Unknown,18 to 24,Non-violence Mental Health Events,13,7/24/2025 9:12
1,835134,2024,Male,Unknown,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,18 to 24,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,18 to 24,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,25 to 34,Harm-to-Others Violence Events,11,7/24/2025 9:12
1,835134,2024,Male,Unknown,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,35 to 44,Non-violence Mental Health Events,15,7/24/2025 9:12
1,835134,2024,Male,Unknown,35 to 44,Non-violence Mental Health Events,11,7/24/2025 9:12
1,835134,2024,Male,Unknown,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,45 to 54,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,45 to 54,Non-violence Mental Health Events,11,7/24/2025 9:12
1,835134,2024,Male,Unknown,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,45 to 54,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,45 to 54,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,55 to 64,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,55 to 64,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,55 to 64,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,55 to 64,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,55 to 64,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,65 to 74,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,65 to 74,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,65 to 74,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Unknown,75 to 84,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,75 to 84,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,75 to 84,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Unknown,85+,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,0 to 17,Non-violence Mental Health Events,1408,7/24/2025 9:12
1,835134,2024,Female,Black or African American,0 to 17,Non-violence Mental Health Events,416,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,0 to 17,Self-Harm Violence Events,424,7/24/2025 9:12
1,835134,2024,Female,Black or African American,0 to 17,Self-Harm Violence Events,157,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,0 to 17,Harm-to-Others Violence Events,1233,7/24/2025 9:12
1,835134,2024,Female,Black or African American,0 to 17,Harm-to-Others Violence Events,389,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,18 to 24,Non-violence Mental Health Events,1558,7/24/2025 9:12
1,835134,2024,Female,Black or African American,18 to 24,Non-violence Mental Health Events,381,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,18 to 24,Self-Harm Violence Events,253,7/24/2025 9:12
1,835134,2024,Female,Black or African American,18 to 24,Self-Harm Violence Events,99,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,18 to 24,Harm-to-Others Violence Events,1038,7/24/2025 9:12
1,835134,2024,Female,Black or African American,18 to 24,Harm-to-Others Violence Events,289,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,25 to 34,Non-violence Mental Health Events,2250,7/24/2025 9:12
1,835134,2024,Female,Black or African American,25 to 34,Non-violence Mental Health Events,504,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,25 to 34,Self-Harm Violence Events,238,7/24/2025 9:12
1,835134,2024,Female,Black or African American,25 to 34,Self-Harm Violence Events,60,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,25 to 34,Harm-to-Others Violence Events,1356,7/24/2025 9:12
1,835134,2024,Female,Black or African American,25 to 34,Harm-to-Others Violence Events,430,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,35 to 44,Non-violence Mental Health Events,1959,7/24/2025 9:12
1,835134,2024,Female,Black or African American,35 to 44,Non-violence Mental Health Events,431,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,35 to 44,Self-Harm Violence Events,185,7/24/2025 9:12
1,835134,2024,Female,Black or African American,35 to 44,Self-Harm Violence Events,38,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,35 to 44,Harm-to-Others Violence Events,1015,7/24/2025 9:12
1,835134,2024,Female,Black or African American,35 to 44,Harm-to-Others Violence Events,292,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,45 to 54,Non-violence Mental Health Events,1637,7/24/2025 9:12
1,835134,2024,Female,Black or African American,45 to 54,Non-violence Mental Health Events,456,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,45 to 54,Self-Harm Violence Events,124,7/24/2025 9:12
1,835134,2024,Female,Black or African American,45 to 54,Self-Harm Violence Events,20,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,45 to 54,Harm-to-Others Violence Events,694,7/24/2025 9:12
1,835134,2024,Female,Black or African American,45 to 54,Harm-to-Others Violence Events,241,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,55 to 64,Non-violence Mental Health Events,1564,7/24/2025 9:12
1,835134,2024,Female,Black or African American,55 to 64,Non-violence Mental Health Events,508,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,55 to 64,Self-Harm Violence Events,77,7/24/2025 9:12
1,835134,2024,Female,Black or African American,55 to 64,Self-Harm Violence Events,31,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,55 to 64,Harm-to-Others Violence Events,628,7/24/2025 9:12
1,835134,2024,Female,Black or African American,55 to 64,Harm-to-Others Violence Events,230,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,65 to 74,Non-violence Mental Health Events,1528,7/24/2025 9:12
1,835134,2024,Female,Black or African American,65 to 74,Non-violence Mental Health Events,617,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,65 to 74,Self-Harm Violence Events,34,7/24/2025 9:12
1,835134,2024,Female,Black or African American,65 to 74,Self-Harm Violence Events,26,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,65 to 74,Harm-to-Others Violence Events,476,7/24/2025 9:12
1,835134,2024,Female,Black or African American,65 to 74,Harm-to-Others Violence Events,243,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,75 to 84,Non-violence Mental Health Events,904,7/24/2025 9:12
1,835134,2024,Female,Black or African American,75 to 84,Non-violence Mental Health Events,472,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2024,Female,Black or African American,75 to 84,Self-Harm Violence Events,12,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,75 to 84,Harm-to-Others Violence Events,233,7/24/2025 9:12
1,835134,2024,Female,Black or African American,75 to 84,Harm-to-Others Violence Events,105,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,85+,Non-violence Mental Health Events,708,7/24/2025 9:12
1,835134,2024,Female,Black or African American,85+,Non-violence Mental Health Events,338,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,85+,Self-Harm Violence Events,19,7/24/2025 9:12
1,835134,2024,Female,Black or African American,85+,Self-Harm Violence Events,10,7/24/2025 9:12
5,1975055,2024,Female,Black or African American,85+,Harm-to-Others Violence Events,219,7/24/2025 9:12
1,835134,2024,Female,Black or African American,85+,Harm-to-Others Violence Events,84,7/24/2025 9:12
5,1975055,2024,Female,White,0 to 17,Non-violence Mental Health Events,3656,7/24/2025 9:12
1,835134,2024,Female,White,0 to 17,Non-violence Mental Health Events,836,7/24/2025 9:12
5,1975055,2024,Female,White,0 to 17,Self-Harm Violence Events,1224,7/24/2025 9:12
1,835134,2024,Female,White,0 to 17,Self-Harm Violence Events,402,7/24/2025 9:12
5,1975055,2024,Female,White,0 to 17,Harm-to-Others Violence Events,2385,7/24/2025 9:12
1,835134,2024,Female,White,0 to 17,Harm-to-Others Violence Events,415,7/24/2025 9:12
5,1975055,2024,Female,White,18 to 24,Non-violence Mental Health Events,3497,7/24/2025 9:12
1,835134,2024,Female,White,18 to 24,Non-violence Mental Health Events,610,7/24/2025 9:12
5,1975055,2024,Female,White,18 to 24,Self-Harm Violence Events,647,7/24/2025 9:12
1,835134,2024,Female,White,18 to 24,Self-Harm Violence Events,160,7/24/2025 9:12
5,1975055,2024,Female,White,18 to 24,Harm-to-Others Violence Events,1726,7/24/2025 9:12
1,835134,2024,Female,White,18 to 24,Harm-to-Others Violence Events,251,7/24/2025 9:12
5,1975055,2024,Female,White,25 to 34,Non-violence Mental Health Events,5816,7/24/2025 9:12
1,835134,2024,Female,White,25 to 34,Non-violence Mental Health Events,962,7/24/2025 9:12
5,1975055,2024,Female,White,25 to 34,Self-Harm Violence Events,987,7/24/2025 9:12
1,835134,2024,Female,White,25 to 34,Self-Harm Violence Events,196,7/24/2025 9:12
5,1975055,2024,Female,White,25 to 34,Harm-to-Others Violence Events,2839,7/24/2025 9:12
1,835134,2024,Female,White,25 to 34,Harm-to-Others Violence Events,437,7/24/2025 9:12
5,1975055,2024,Female,White,35 to 44,Non-violence Mental Health Events,5950,7/24/2025 9:12
1,835134,2024,Female,White,35 to 44,Non-violence Mental Health Events,924,7/24/2025 9:12
5,1975055,2024,Female,White,35 to 44,Self-Harm Violence Events,795,7/24/2025 9:12
1,835134,2024,Female,White,35 to 44,Self-Harm Violence Events,162,7/24/2025 9:12
5,1975055,2024,Female,White,35 to 44,Harm-to-Others Violence Events,2825,7/24/2025 9:12
1,835134,2024,Female,White,35 to 44,Harm-to-Others Violence Events,439,7/24/2025 9:12
5,1975055,2024,Female,White,45 to 54,Non-violence Mental Health Events,5731,7/24/2025 9:12
1,835134,2024,Female,White,45 to 54,Non-violence Mental Health Events,1037,7/24/2025 9:12
5,1975055,2024,Female,White,45 to 54,Self-Harm Violence Events,682,7/24/2025 9:12
1,835134,2024,Female,White,45 to 54,Self-Harm Violence Events,155,7/24/2025 9:12
5,1975055,2024,Female,White,45 to 54,Harm-to-Others Violence Events,2532,7/24/2025 9:12
1,835134,2024,Female,White,45 to 54,Harm-to-Others Violence Events,436,7/24/2025 9:12
5,1975055,2024,Female,White,55 to 64,Non-violence Mental Health Events,6237,7/24/2025 9:12
1,835134,2024,Female,White,55 to 64,Non-violence Mental Health Events,1317,7/24/2025 9:12
5,1975055,2024,Female,White,55 to 64,Self-Harm Violence Events,457,7/24/2025 9:12
1,835134,2024,Female,White,55 to 64,Self-Harm Violence Events,118,7/24/2025 9:12
5,1975055,2024,Female,White,55 to 64,Harm-to-Others Violence Events,2472,7/24/2025 9:12
1,835134,2024,Female,White,55 to 64,Harm-to-Others Violence Events,431,7/24/2025 9:12
5,1975055,2024,Female,White,65 to 74,Non-violence Mental Health Events,7471,7/24/2025 9:12
1,835134,2024,Female,White,65 to 74,Non-violence Mental Health Events,1706,7/24/2025 9:12
5,1975055,2024,Female,White,65 to 74,Self-Harm Violence Events,314,7/24/2025 9:12
1,835134,2024,Female,White,65 to 74,Self-Harm Violence Events,83,7/24/2025 9:12
5,1975055,2024,Female,White,65 to 74,Harm-to-Others Violence Events,2435,7/24/2025 9:12
1,835134,2024,Female,White,65 to 74,Harm-to-Others Violence Events,515,7/24/2025 9:12
5,1975055,2024,Female,White,75 to 84,Non-violence Mental Health Events,7869,7/24/2025 9:12
1,835134,2024,Female,White,75 to 84,Non-violence Mental Health Events,1761,7/24/2025 9:12
5,1975055,2024,Female,White,75 to 84,Self-Harm Violence Events,198,7/24/2025 9:12
1,835134,2024,Female,White,75 to 84,Self-Harm Violence Events,45,7/24/2025 9:12
5,1975055,2024,Female,White,75 to 84,Harm-to-Others Violence Events,2133,7/24/2025 9:12
1,835134,2024,Female,White,75 to 84,Harm-to-Others Violence Events,463,7/24/2025 9:12
5,1975055,2024,Female,White,85+,Non-violence Mental Health Events,5467,7/24/2025 9:12
1,835134,2024,Female,White,85+,Non-violence Mental Health Events,1199,7/24/2025 9:12
5,1975055,2024,Female,White,85+,Self-Harm Violence Events,70,7/24/2025 9:12
1,835134,2024,Female,White,85+,Self-Harm Violence Events,14,7/24/2025 9:12
5,1975055,2024,Female,White,85+,Harm-to-Others Violence Events,1422,7/24/2025 9:12
1,835134,2024,Female,White,85+,Harm-to-Others Violence Events,328,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,47,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,13,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,0 to 17,Self-Harm Violence Events,12,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,41,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,18 to 24,Non-violence Mental Health Events,51,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,18 to 24,Non-violence Mental Health Events,11,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,10,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,62,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,85,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,27,7/24/2025 9:12
5,1975055,2024,Female,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2024,Female,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
