EVENT_EMS_DISTRICT,EVENT_EMS_DISTRICT_POP,EVENT_YR,PATIENT_GENDER,PATIENT_RACE,PATIENT_AGE_GROUP,EVENT_FLAG_TYPE,DISTRICT_EVENT_FLAG_TYPE_CNT,ETL_RUN_TIMESTAMP
7,276810,2019,Female,White,65 to 74,Non-violence Mental Health Events,792,7/24/2025 9:12
9,465122,2019,Female,White,65 to 74,Self-Harm Violence Events,89,7/24/2025 9:12
7,276810,2019,Female,White,65 to 74,Self-Harm Violence Events,59,7/24/2025 9:12
9,465122,2019,Female,White,65 to 74,Harm-to-Others Violence Events,620,7/24/2025 9:12
7,276810,2019,Female,White,65 to 74,Harm-to-Others Violence Events,269,7/24/2025 9:12
9,465122,2019,Female,White,75 to 84,Non-violence Mental Health Events,2132,7/24/2025 9:12
7,276810,2019,Female,White,75 to 84,Non-violence Mental Health Events,849,7/24/2025 9:12
9,465122,2019,Female,White,75 to 84,Self-Harm Violence Events,54,7/24/2025 9:12
7,276810,2019,Female,White,75 to 84,Self-Harm Violence Events,22,7/24/2025 9:12
9,465122,2019,Female,White,75 to 84,Harm-to-Others Violence Events,605,7/24/2025 9:12
7,276810,2019,Female,White,75 to 84,Harm-to-Others Violence Events,307,7/24/2025 9:12
9,465122,2019,Female,White,85+,Non-violence Mental Health Events,1693,7/24/2025 9:12
7,276810,2019,Female,White,85+,Non-violence Mental Health Events,720,7/24/2025 9:12
9,465122,2019,Female,White,85+,Self-Harm Violence Events,43,7/24/2025 9:12
7,276810,2019,Female,White,85+,Self-Harm Violence Events,,7/24/2025 9:12
9,465122,2019,Female,White,85+,Harm-to-Others Violence Events,520,7/24/2025 9:12
7,276810,2019,Female,White,85+,Harm-to-Others Violence Events,235,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,,7/24/2025 9:12
9,465122,2019,Female,Other Race,0 to 17,Non-violence Mental Health Events,66,7/24/2025 9:12
7,276810,2019,Female,Other Race,0 to 17,Non-violence Mental Health Events,35,7/24/2025 9:12
9,465122,2019,Female,Other Race,0 to 17,Self-Harm Violence Events,28,7/24/2025 9:12
7,276810,2019,Female,Other Race,0 to 17,Self-Harm Violence Events,16,7/24/2025 9:12
9,465122,2019,Female,Other Race,0 to 17,Harm-to-Others Violence Events,94,7/24/2025 9:12
7,276810,2019,Female,Other Race,0 to 17,Harm-to-Others Violence Events,29,7/24/2025 9:12
9,465122,2019,Female,Other Race,18 to 24,Non-violence Mental Health Events,143,7/24/2025 9:12
7,276810,2019,Female,Other Race,18 to 24,Non-violence Mental Health Events,136,7/24/2025 9:12
9,465122,2019,Female,Other Race,18 to 24,Self-Harm Violence Events,54,7/24/2025 9:12
7,276810,2019,Female,Other Race,18 to 24,Self-Harm Violence Events,62,7/24/2025 9:12
9,465122,2019,Female,Other Race,18 to 24,Harm-to-Others Violence Events,64,7/24/2025 9:12
7,276810,2019,Female,Other Race,18 to 24,Harm-to-Others Violence Events,50,7/24/2025 9:12
9,465122,2019,Female,Other Race,25 to 34,Non-violence Mental Health Events,261,7/24/2025 9:12
7,276810,2019,Female,Other Race,25 to 34,Non-violence Mental Health Events,150,7/24/2025 9:12
9,465122,2019,Female,Other Race,25 to 34,Self-Harm Violence Events,56,7/24/2025 9:12
7,276810,2019,Female,Other Race,25 to 34,Self-Harm Violence Events,42,7/24/2025 9:12
9,465122,2019,Female,Other Race,25 to 34,Harm-to-Others Violence Events,139,7/24/2025 9:12
7,276810,2019,Female,Other Race,25 to 34,Harm-to-Others Violence Events,64,7/24/2025 9:12
9,465122,2019,Female,Other Race,35 to 44,Non-violence Mental Health Events,196,7/24/2025 9:12
7,276810,2019,Female,Other Race,35 to 44,Non-violence Mental Health Events,128,7/24/2025 9:12
9,465122,2019,Female,Other Race,35 to 44,Self-Harm Violence Events,19,7/24/2025 9:12
7,276810,2019,Female,Other Race,35 to 44,Self-Harm Violence Events,46,7/24/2025 9:12
9,465122,2019,Female,Other Race,35 to 44,Harm-to-Others Violence Events,88,7/24/2025 9:12
7,276810,2019,Female,Other Race,35 to 44,Harm-to-Others Violence Events,55,7/24/2025 9:12
9,465122,2019,Female,Other Race,45 to 54,Non-violence Mental Health Events,177,7/24/2025 9:12
7,276810,2019,Female,Other Race,45 to 54,Non-violence Mental Health Events,130,7/24/2025 9:12
9,465122,2019,Female,Other Race,45 to 54,Self-Harm Violence Events,21,7/24/2025 9:12
7,276810,2019,Female,Other Race,45 to 54,Self-Harm Violence Events,30,7/24/2025 9:12
9,465122,2019,Female,Other Race,45 to 54,Harm-to-Others Violence Events,62,7/24/2025 9:12
7,276810,2019,Female,Other Race,45 to 54,Harm-to-Others Violence Events,49,7/24/2025 9:12
9,465122,2019,Female,Other Race,55 to 64,Non-violence Mental Health Events,134,7/24/2025 9:12
7,276810,2019,Female,Other Race,55 to 64,Non-violence Mental Health Events,129,7/24/2025 9:12
9,465122,2019,Female,Other Race,55 to 64,Self-Harm Violence Events,,7/24/2025 9:12
7,276810,2019,Female,Other Race,55 to 64,Self-Harm Violence Events,18,7/24/2025 9:12
9,465122,2019,Female,Other Race,55 to 64,Harm-to-Others Violence Events,46,7/24/2025 9:12
7,276810,2019,Female,Other Race,55 to 64,Harm-to-Others Violence Events,56,7/24/2025 9:12
9,465122,2019,Female,Other Race,65 to 74,Non-violence Mental Health Events,112,7/24/2025 9:12
7,276810,2019,Female,Other Race,65 to 74,Non-violence Mental Health Events,140,7/24/2025 9:12
9,465122,2019,Female,Other Race,65 to 74,Self-Harm Violence Events,,7/24/2025 9:12
7,276810,2019,Female,Other Race,65 to 74,Self-Harm Violence Events,,7/24/2025 9:12
9,465122,2019,Female,Other Race,65 to 74,Harm-to-Others Violence Events,45,7/24/2025 9:12
7,276810,2019,Female,Other Race,65 to 74,Harm-to-Others Violence Events,56,7/24/2025 9:12
9,465122,2019,Female,Other Race,75 to 84,Non-violence Mental Health Events,90,7/24/2025 9:12
7,276810,2019,Female,Other Race,75 to 84,Non-violence Mental Health Events,103,7/24/2025 9:12
9,465122,2019,Female,Other Race,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
7,276810,2019,Female,Other Race,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
9,465122,2019,Female,Other Race,75 to 84,Harm-to-Others Violence Events,33,7/24/2025 9:12
7,276810,2019,Female,Other Race,75 to 84,Harm-to-Others Violence Events,29,7/24/2025 9:12
9,465122,2019,Female,Other Race,85+,Non-violence Mental Health Events,78,7/24/2025 9:12
7,276810,2019,Female,Other Race,85+,Non-violence Mental Health Events,84,7/24/2025 9:12
9,465122,2019,Female,Other Race,85+,Self-Harm Violence Events,,7/24/2025 9:12
7,276810,2019,Female,Other Race,85+,Self-Harm Violence Events,,7/24/2025 9:12
9,465122,2019,Female,Other Race,85+,Harm-to-Others Violence Events,22,7/24/2025 9:12
7,276810,2019,Female,Other Race,85+,Harm-to-Others Violence Events,31,7/24/2025 9:12
9,465122,2019,Female,Unknown,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
9,465122,2019,Female,Unknown,35 to 44,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,0 to 17,Non-violence Mental Health Events,31,7/24/2025 9:12
7,273728,2020,Male,Black or African American,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,0 to 17,Harm-to-Others Violence Events,31,7/24/2025 9:12
7,273728,2020,Male,Black or African American,0 to 17,Harm-to-Others Violence Events,14,7/24/2025 9:12
9,471280,2020,Male,Black or African American,18 to 24,Non-violence Mental Health Events,64,7/24/2025 9:12
7,273728,2020,Male,Black or African American,18 to 24,Non-violence Mental Health Events,27,7/24/2025 9:12
9,471280,2020,Male,Black or African American,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,18 to 24,Harm-to-Others Violence Events,25,7/24/2025 9:12
7,273728,2020,Male,Black or African American,18 to 24,Harm-to-Others Violence Events,15,7/24/2025 9:12
9,471280,2020,Male,Black or African American,25 to 34,Non-violence Mental Health Events,114,7/24/2025 9:12
7,273728,2020,Male,Black or African American,25 to 34,Non-violence Mental Health Events,44,7/24/2025 9:12
9,471280,2020,Male,Black or African American,25 to 34,Self-Harm Violence Events,18,7/24/2025 9:12
7,273728,2020,Male,Black or African American,25 to 34,Self-Harm Violence Events,17,7/24/2025 9:12
9,471280,2020,Male,Black or African American,25 to 34,Harm-to-Others Violence Events,56,7/24/2025 9:12
7,273728,2020,Male,Black or African American,25 to 34,Harm-to-Others Violence Events,24,7/24/2025 9:12
9,471280,2020,Male,Black or African American,35 to 44,Non-violence Mental Health Events,105,7/24/2025 9:12
7,273728,2020,Male,Black or African American,35 to 44,Non-violence Mental Health Events,30,7/24/2025 9:12
9,471280,2020,Male,Black or African American,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,35 to 44,Harm-to-Others Violence Events,43,7/24/2025 9:12
7,273728,2020,Male,Black or African American,35 to 44,Harm-to-Others Violence Events,21,7/24/2025 9:12
9,471280,2020,Male,Black or African American,45 to 54,Non-violence Mental Health Events,68,7/24/2025 9:12
7,273728,2020,Male,Black or African American,45 to 54,Non-violence Mental Health Events,27,7/24/2025 9:12
9,471280,2020,Male,Black or African American,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,45 to 54,Harm-to-Others Violence Events,29,7/24/2025 9:12
7,273728,2020,Male,Black or African American,45 to 54,Harm-to-Others Violence Events,13,7/24/2025 9:12
9,471280,2020,Male,Black or African American,55 to 64,Non-violence Mental Health Events,89,7/24/2025 9:12
7,273728,2020,Male,Black or African American,55 to 64,Non-violence Mental Health Events,23,7/24/2025 9:12
9,471280,2020,Male,Black or African American,55 to 64,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,55 to 64,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,55 to 64,Harm-to-Others Violence Events,42,7/24/2025 9:12
7,273728,2020,Male,Black or African American,55 to 64,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,65 to 74,Non-violence Mental Health Events,68,7/24/2025 9:12
7,273728,2020,Male,Black or African American,65 to 74,Non-violence Mental Health Events,16,7/24/2025 9:12
9,471280,2020,Male,Black or African American,65 to 74,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,65 to 74,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,65 to 74,Harm-to-Others Violence Events,19,7/24/2025 9:12
7,273728,2020,Male,Black or African American,65 to 74,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,75 to 84,Non-violence Mental Health Events,20,7/24/2025 9:12
7,273728,2020,Male,Black or African American,75 to 84,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,75 to 84,Harm-to-Others Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,75 to 84,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,85+,Non-violence Mental Health Events,11,7/24/2025 9:12
7,273728,2020,Male,Black or African American,85+,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Black or African American,85+,Harm-to-Others Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Black or African American,85+,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,White,0 to 17,Non-violence Mental Health Events,797,7/24/2025 9:12
7,273728,2020,Male,White,0 to 17,Non-violence Mental Health Events,269,7/24/2025 9:12
9,471280,2020,Male,White,0 to 17,Self-Harm Violence Events,154,7/24/2025 9:12
7,273728,2020,Male,White,0 to 17,Self-Harm Violence Events,105,7/24/2025 9:12
9,471280,2020,Male,White,0 to 17,Harm-to-Others Violence Events,658,7/24/2025 9:12
7,273728,2020,Male,White,0 to 17,Harm-to-Others Violence Events,284,7/24/2025 9:12
9,471280,2020,Male,White,18 to 24,Non-violence Mental Health Events,1309,7/24/2025 9:12
7,273728,2020,Male,White,18 to 24,Non-violence Mental Health Events,447,7/24/2025 9:12
9,471280,2020,Male,White,18 to 24,Self-Harm Violence Events,327,7/24/2025 9:12
7,273728,2020,Male,White,18 to 24,Self-Harm Violence Events,179,7/24/2025 9:12
9,471280,2020,Male,White,18 to 24,Harm-to-Others Violence Events,609,7/24/2025 9:12
7,273728,2020,Male,White,18 to 24,Harm-to-Others Violence Events,201,7/24/2025 9:12
9,471280,2020,Male,White,25 to 34,Non-violence Mental Health Events,2069,7/24/2025 9:12
7,273728,2020,Male,White,25 to 34,Non-violence Mental Health Events,778,7/24/2025 9:12
9,471280,2020,Male,White,25 to 34,Self-Harm Violence Events,446,7/24/2025 9:12
7,273728,2020,Male,White,25 to 34,Self-Harm Violence Events,318,7/24/2025 9:12
9,471280,2020,Male,White,25 to 34,Harm-to-Others Violence Events,825,7/24/2025 9:12
7,273728,2020,Male,White,25 to 34,Harm-to-Others Violence Events,364,7/24/2025 9:12
9,471280,2020,Male,White,35 to 44,Non-violence Mental Health Events,2066,7/24/2025 9:12
7,273728,2020,Male,White,35 to 44,Non-violence Mental Health Events,899,7/24/2025 9:12
9,471280,2020,Male,White,35 to 44,Self-Harm Violence Events,379,7/24/2025 9:12
7,273728,2020,Male,White,35 to 44,Self-Harm Violence Events,267,7/24/2025 9:12
9,471280,2020,Male,White,35 to 44,Harm-to-Others Violence Events,831,7/24/2025 9:12
7,273728,2020,Male,White,35 to 44,Harm-to-Others Violence Events,369,7/24/2025 9:12
9,471280,2020,Male,White,45 to 54,Non-violence Mental Health Events,2132,7/24/2025 9:12
7,273728,2020,Male,White,45 to 54,Non-violence Mental Health Events,731,7/24/2025 9:12
9,471280,2020,Male,White,45 to 54,Self-Harm Violence Events,323,7/24/2025 9:12
7,273728,2020,Male,White,45 to 54,Self-Harm Violence Events,204,7/24/2025 9:12
9,471280,2020,Male,White,45 to 54,Harm-to-Others Violence Events,759,7/24/2025 9:12
7,273728,2020,Male,White,45 to 54,Harm-to-Others Violence Events,289,7/24/2025 9:12
9,471280,2020,Male,White,55 to 64,Non-violence Mental Health Events,2270,7/24/2025 9:12
7,273728,2020,Male,White,55 to 64,Non-violence Mental Health Events,932,7/24/2025 9:12
9,471280,2020,Male,White,55 to 64,Self-Harm Violence Events,216,7/24/2025 9:12
7,273728,2020,Male,White,55 to 64,Self-Harm Violence Events,150,7/24/2025 9:12
9,471280,2020,Male,White,55 to 64,Harm-to-Others Violence Events,843,7/24/2025 9:12
7,273728,2020,Male,White,55 to 64,Harm-to-Others Violence Events,338,7/24/2025 9:12
9,471280,2020,Male,White,65 to 74,Non-violence Mental Health Events,2234,7/24/2025 9:12
7,273728,2020,Male,White,65 to 74,Non-violence Mental Health Events,795,7/24/2025 9:12
9,471280,2020,Male,White,65 to 74,Self-Harm Violence Events,122,7/24/2025 9:12
7,273728,2020,Male,White,65 to 74,Self-Harm Violence Events,63,7/24/2025 9:12
9,471280,2020,Male,White,65 to 74,Harm-to-Others Violence Events,810,7/24/2025 9:12
7,273728,2020,Male,White,65 to 74,Harm-to-Others Violence Events,323,7/24/2025 9:12
9,471280,2020,Male,White,75 to 84,Non-violence Mental Health Events,1889,7/24/2025 9:12
7,273728,2020,Male,White,75 to 84,Non-violence Mental Health Events,676,7/24/2025 9:12
9,471280,2020,Male,White,75 to 84,Self-Harm Violence Events,58,7/24/2025 9:12
7,273728,2020,Male,White,75 to 84,Self-Harm Violence Events,18,7/24/2025 9:12
9,471280,2020,Male,White,75 to 84,Harm-to-Others Violence Events,600,7/24/2025 9:12
7,273728,2020,Male,White,75 to 84,Harm-to-Others Violence Events,221,7/24/2025 9:12
9,471280,2020,Male,White,85+,Non-violence Mental Health Events,1001,7/24/2025 9:12
7,273728,2020,Male,White,85+,Non-violence Mental Health Events,444,7/24/2025 9:12
9,471280,2020,Male,White,85+,Self-Harm Violence Events,29,7/24/2025 9:12
7,273728,2020,Male,White,85+,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,White,85+,Harm-to-Others Violence Events,303,7/24/2025 9:12
7,273728,2020,Male,White,85+,Harm-to-Others Violence Events,147,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,18 to 24,Non-violence Mental Health Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,18 to 24,Non-violence Mental Health Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,35 to 44,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,45 to 54,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,55 to 64,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Male,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Other Race,0 to 17,Non-violence Mental Health Events,89,7/24/2025 9:12
7,273728,2020,Male,Other Race,0 to 17,Non-violence Mental Health Events,52,7/24/2025 9:12
9,471280,2020,Male,Other Race,0 to 17,Self-Harm Violence Events,20,7/24/2025 9:12
7,273728,2020,Male,Other Race,0 to 17,Self-Harm Violence Events,18,7/24/2025 9:12
9,471280,2020,Male,Other Race,0 to 17,Harm-to-Others Violence Events,73,7/24/2025 9:12
7,273728,2020,Male,Other Race,0 to 17,Harm-to-Others Violence Events,52,7/24/2025 9:12
9,471280,2020,Male,Other Race,18 to 24,Non-violence Mental Health Events,162,7/24/2025 9:12
7,273728,2020,Male,Other Race,18 to 24,Non-violence Mental Health Events,99,7/24/2025 9:12
9,471280,2020,Male,Other Race,18 to 24,Self-Harm Violence Events,44,7/24/2025 9:12
7,273728,2020,Male,Other Race,18 to 24,Self-Harm Violence Events,44,7/24/2025 9:12
9,471280,2020,Male,Other Race,18 to 24,Harm-to-Others Violence Events,68,7/24/2025 9:12
7,273728,2020,Male,Other Race,18 to 24,Harm-to-Others Violence Events,60,7/24/2025 9:12
9,471280,2020,Male,Other Race,25 to 34,Non-violence Mental Health Events,380,7/24/2025 9:12
7,273728,2020,Male,Other Race,25 to 34,Non-violence Mental Health Events,215,7/24/2025 9:12
9,471280,2020,Male,Other Race,25 to 34,Self-Harm Violence Events,101,7/24/2025 9:12
7,273728,2020,Male,Other Race,25 to 34,Self-Harm Violence Events,96,7/24/2025 9:12
9,471280,2020,Male,Other Race,25 to 34,Harm-to-Others Violence Events,129,7/24/2025 9:12
7,273728,2020,Male,Other Race,25 to 34,Harm-to-Others Violence Events,85,7/24/2025 9:12
9,471280,2020,Male,Other Race,35 to 44,Non-violence Mental Health Events,318,7/24/2025 9:12
7,273728,2020,Male,Other Race,35 to 44,Non-violence Mental Health Events,182,7/24/2025 9:12
9,471280,2020,Male,Other Race,35 to 44,Self-Harm Violence Events,80,7/24/2025 9:12
7,273728,2020,Male,Other Race,35 to 44,Self-Harm Violence Events,66,7/24/2025 9:12
9,471280,2020,Male,Other Race,35 to 44,Harm-to-Others Violence Events,106,7/24/2025 9:12
7,273728,2020,Male,Other Race,35 to 44,Harm-to-Others Violence Events,79,7/24/2025 9:12
9,471280,2020,Male,Other Race,45 to 54,Non-violence Mental Health Events,267,7/24/2025 9:12
7,273728,2020,Male,Other Race,45 to 54,Non-violence Mental Health Events,209,7/24/2025 9:12
9,471280,2020,Male,Other Race,45 to 54,Self-Harm Violence Events,63,7/24/2025 9:12
7,273728,2020,Male,Other Race,45 to 54,Self-Harm Violence Events,58,7/24/2025 9:12
9,471280,2020,Male,Other Race,45 to 54,Harm-to-Others Violence Events,95,7/24/2025 9:12
7,273728,2020,Male,Other Race,45 to 54,Harm-to-Others Violence Events,81,7/24/2025 9:12
9,471280,2020,Male,Other Race,55 to 64,Non-violence Mental Health Events,199,7/24/2025 9:12
7,273728,2020,Male,Other Race,55 to 64,Non-violence Mental Health Events,189,7/24/2025 9:12
9,471280,2020,Male,Other Race,55 to 64,Self-Harm Violence Events,11,7/24/2025 9:12
7,273728,2020,Male,Other Race,55 to 64,Self-Harm Violence Events,46,7/24/2025 9:12
9,471280,2020,Male,Other Race,55 to 64,Harm-to-Others Violence Events,56,7/24/2025 9:12
7,273728,2020,Male,Other Race,55 to 64,Harm-to-Others Violence Events,77,7/24/2025 9:12
9,471280,2020,Male,Other Race,65 to 74,Non-violence Mental Health Events,236,7/24/2025 9:12
7,273728,2020,Male,Other Race,65 to 74,Non-violence Mental Health Events,104,7/24/2025 9:12
9,471280,2020,Male,Other Race,65 to 74,Self-Harm Violence Events,21,7/24/2025 9:12
7,273728,2020,Male,Other Race,65 to 74,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Other Race,65 to 74,Harm-to-Others Violence Events,74,7/24/2025 9:12
7,273728,2020,Male,Other Race,65 to 74,Harm-to-Others Violence Events,51,7/24/2025 9:12
9,471280,2020,Male,Other Race,75 to 84,Non-violence Mental Health Events,119,7/24/2025 9:12
7,273728,2020,Male,Other Race,75 to 84,Non-violence Mental Health Events,93,7/24/2025 9:12
9,471280,2020,Male,Other Race,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Male,Other Race,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Other Race,75 to 84,Harm-to-Others Violence Events,32,7/24/2025 9:12
7,273728,2020,Male,Other Race,75 to 84,Harm-to-Others Violence Events,21,7/24/2025 9:12
9,471280,2020,Male,Other Race,85+,Non-violence Mental Health Events,59,7/24/2025 9:12
7,273728,2020,Male,Other Race,85+,Non-violence Mental Health Events,37,7/24/2025 9:12
9,471280,2020,Male,Other Race,85+,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Male,Other Race,85+,Harm-to-Others Violence Events,12,7/24/2025 9:12
7,273728,2020,Male,Other Race,85+,Harm-to-Others Violence Events,13,7/24/2025 9:12
9,471280,2020,Female,Black or African American,0 to 17,Non-violence Mental Health Events,29,7/24/2025 9:12
7,273728,2020,Female,Black or African American,0 to 17,Non-violence Mental Health Events,10,7/24/2025 9:12
9,471280,2020,Female,Black or African American,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Female,Black or African American,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,0 to 17,Harm-to-Others Violence Events,28,7/24/2025 9:12
7,273728,2020,Female,Black or African American,0 to 17,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,18 to 24,Non-violence Mental Health Events,66,7/24/2025 9:12
7,273728,2020,Female,Black or African American,18 to 24,Non-violence Mental Health Events,22,7/24/2025 9:12
9,471280,2020,Female,Black or African American,18 to 24,Self-Harm Violence Events,14,7/24/2025 9:12
7,273728,2020,Female,Black or African American,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,18 to 24,Harm-to-Others Violence Events,33,7/24/2025 9:12
7,273728,2020,Female,Black or African American,18 to 24,Harm-to-Others Violence Events,13,7/24/2025 9:12
9,471280,2020,Female,Black or African American,25 to 34,Non-violence Mental Health Events,106,7/24/2025 9:12
7,273728,2020,Female,Black or African American,25 to 34,Non-violence Mental Health Events,21,7/24/2025 9:12
9,471280,2020,Female,Black or African American,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Female,Black or African American,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,25 to 34,Harm-to-Others Violence Events,54,7/24/2025 9:12
7,273728,2020,Female,Black or African American,25 to 34,Harm-to-Others Violence Events,12,7/24/2025 9:12
9,471280,2020,Female,Black or African American,35 to 44,Non-violence Mental Health Events,93,7/24/2025 9:12
7,273728,2020,Female,Black or African American,35 to 44,Non-violence Mental Health Events,24,7/24/2025 9:12
9,471280,2020,Female,Black or African American,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Female,Black or African American,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,35 to 44,Harm-to-Others Violence Events,39,7/24/2025 9:12
7,273728,2020,Female,Black or African American,35 to 44,Harm-to-Others Violence Events,11,7/24/2025 9:12
9,471280,2020,Female,Black or African American,45 to 54,Non-violence Mental Health Events,68,7/24/2025 9:12
7,273728,2020,Female,Black or African American,45 to 54,Non-violence Mental Health Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
7,273728,2020,Female,Black or African American,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,45 to 54,Harm-to-Others Violence Events,31,7/24/2025 9:12
7,273728,2020,Female,Black or African American,45 to 54,Harm-to-Others Violence Events,,7/24/2025 9:12
9,471280,2020,Female,Black or African American,55 to 64,Non-violence Mental Health Events,72,7/24/2025 9:12
7,273728,2020,Female,Black or African American,55 to 64,Non-violence Mental Health Events,15,7/24/2025 9:12
9,471280,2020,Female,Black or African American,55 to 64,Self-Harm Violence Events,,7/24/2025 9:12
